ime,dirkalisce,drzava,datum,prvenstvo,zmagovalec 
Silverstone GP2,,GBR,20/06/2009,GP2 Series,Alberto Valerio
Mid-Ohio Grand-Am,EMCO Gears Classic,USA,20/06/2009,Scott Pruett,Memo Rojas
Iowa Indy Lights,Miller Lite 100,USA,20/06/2009,IRL Firestone Indy Lights Series,Ana Beatriz
Michigan NASCAR,LifeLock 400,USA,14/06/2009,Sprint Cup,Mark Martin
Hungaroring Formula Renault 3.5,,HUN,14/06/2009,World Series by Renault,Pasquale di Sabatino
Catalan MotoGP,Gran Premi Cinzano de Catalunya,ESP,14/06/2009,World Motorcycle Championship,Valentino Rossi
Hungaroring Formula Renault 3.5,,HUN,13/06/2009,World Series by Renault,Fairuz Fauzy
Le Mans 24 Hours,24 heures du Mans,FRA,13/06/2009,David Brabham,Marc Gene
Istanbul GP2,,TUR,07/06/2009,GP2 Series,Lucas di Grassi
Pocono NASCAR,Pocono 500,USA,07/06/2009,Sprint Cup,Tony Stewart
Turkish Grand Prix,ING Turkish Grand Prix,TUR,07/06/2009,F1 World Championship,Jenson Button
Istanbul GP2,,TUR,06/06/2009,GP2 Series,Vitaly Petrov
Texas Indycars,Bombardier Learjet 550,USA,06/06/2009,IRL IndyCar Series,Helio Castroneves
Watkins Glen Grand-Am,Sahlen&#039;s 6 Hours of the Glen,USA,06/06/2009,Scott Pruett,Memo Rojas
Milwaukee Indycars,ABC Supply/AJ Foyt 225,USA,31/05/2009,IRL IndyCar Series,Scott Dixon
Dover Downs NASCAR,Autism Speaks 400,USA,31/05/2009,Sprint Cup,Jimmie Johnson
Lausitz European F3,,DEU,31/05/2009,F3 Euroseries,Christian Vietoris
Valencia WTCC,,ESP,31/05/2009,World Touring Car Championship,Yvan Muller
Valencia WTCC,,ESP,31/05/2009,World Touring Car Championship,Augusto Farfus jr
Italian MotoGP,Gran Premio d&#039;Italia Alice,ITA,31/05/2009,World Motorcycle Championship,Casey Stoner
Lausitz DTM,,DEU,31/05/2009,Deutsche Tourenwagen Meisterschaft,Gary Paffett
Milwaukee Indy Lights,Husar&#039;s House of Fine Diamonds 100,USA,31/05/2009,IRL Firestone Indy Lights Series,Mario Romancini
Lausitz European F3,,DEU,30/05/2009,F3 Euroseries,Jules Bianchi
World 600,Coca-Cola 600,USA,25/05/2009,Sprint Cup,David Reutimann
Monaco Grand Prix,Grand Prix de Monaco,MCO,24/05/2009,F1 World Championship,Jenson Button
Indianapolis 500,Indianapolis 500,USA,24/05/2009,IRL IndyCar Series,Helio Castroneves
Monaco Formula Renault 3.5,,MCO,24/05/2009,World Series by Renault,Oliver Turvey
Monaco GP2,,MCO,23/05/2009,GP2 Series,Pastor Maldonado
Monaco GP2,,MCO,22/05/2009,GP2 Series,Romain Grosjean
Indianapolis Indy Lights,Firestone Freedom 100,USA,22/05/2009,IRL Firestone Indy Lights Series,Wade Cunningham
Miller ALMS,Larry H Miller Dealerships Utah Grand Prix,USA,17/05/2009,Gil de Ferran,Simon Pagenaud
Laguna Seca Grand-Am,,USA,17/05/2009,Alex Gurney,Jon Fogarty
Hockenheim European F3,,DEU,17/05/2009,F3 Euroseries,Jean-Karl Vernay
French MotoGP,Grand Prix de France,FRA,17/05/2009,World Motorcycle Championship,Jorge Lorenzo
Hockenheim DTM,,DEU,17/05/2009,Deutsche Tourenwagen Meisterschaft,Tom Kristensen
Grand Prix de Pau - Race 1,,FRA,17/05/2009,World Touring Car Championship,Rob Huff
Grand Prix de Pau - Race 2,,FRA,17/05/2009,World Touring Car Championship,Alain Menu
Algarve Euro F3000,,PRT,17/05/2009,Euro 3000 Championship,Fabio Onidi
Adria FIA GT,,ITA,16/05/2009,Michael Bartels,Andrea Bertolini
Hockenheim European F3,,DEU,16/05/2009,F3 Euroseries,Stefano Coletti
Algarve Euro F3000,,PRT,16/05/2009,Euro 3000 Championship,Pastor Maldonado
Spanish Grand Prix,Gran Premio de Espana Telefonica,ESP,10/05/2009,F1 World Championship,Jenson Button
Barcelona GP2,,ESP,10/05/2009,GP2 Series,Edoardo Mortara
Spa LMS,1000 km de Spa-Francorchamps,BEL,10/05/2009,Christian Klien,Simon Pagenaud
Barcelona GP2,,ESP,09/05/2009,GP2 Series,Romain Grosjean
Darlington NASCAR,Southern 500,USA,09/05/2009,Sprint Cup,Mark Martin
Brands Hatch A1GP,,GBR,03/05/2009,A1GP World Cup of Motorsport,Adam Carroll
Brands Hatch A1GP,,GBR,03/05/2009,A1GP World Cup of Motorsport,Adam Carroll
Spa Formula Renault 3.5,,BEL,03/05/2009,World Series by Renault,James Walker
Tourist Trophy,RAC Tourist Trophy,GBR,03/05/2009,Karl Wendlinger,Ryan Sharp
New Jersey Grand-Am,Verizon Wireless 250,USA,03/05/2009,Ricardo Zonta,Niclas Jonsson
Marrakech WTCC,,MAR,03/05/2009,World Touring Car Championship,Rob Huff
Marrakech WTCC,,MAR,03/05/2009,World Touring Car Championship,Nicola Larini
Spanish MotoGP,Gran Premio Bwin de Espana,ESP,03/05/2009,World Motorcycle Championship,Valentino Rossi
Richmond NASCAR,Crown Royal Presents Russ Friedman 400,USA,02/05/2009,Sprint Cup,Kyle Busch
Spa Formula Renault 3.5,,BEL,02/05/2009,World Series by Renault,Marcos Martinez Ucha
Bahrain Grand Prix,Gulf Air Bahrain Grand Prix,BHR,26/04/2009,F1 World Championship,Jenson Button
Kansas Indycars,Road Runner Turbo Indy 300,USA,26/04/2009,IRL IndyCar Series,Scott Dixon
Talladega NASCAR,Aaron&#039;s 499,USA,26/04/2009,Sprint Cup,Brad Keselowski
Japanese MotoGP,Polini Grand Prix of Japan,JPN,26/04/2009,World Motorcycle Championship,Jorge Lorenzo
Kansas Indy Lights,Kansas Lottery 100,USA,26/04/2009,IRL Firestone Indy Lights Series,Sebastian Saavedra
Bahrain GP2 Asia,,BHR,26/04/2009,GP2 Asia Series,Luiz Razia
Virginia Grand-Am,Bosch Engineering 250 at VIR,USA,25/04/2009,Alex Gurney,Jon Fogarty
Bahrain GP2 Asia,,BHR,25/04/2009,GP2 Asia Series,Diego Nunes
Chinese Grand Prix,Sinopec Chinese Grand Prix,CHN,19/04/2009,F1 World Championship,Sebastian Vettel
Long Beach Grand Prix,Toyota Grand Prix of Long Beach,USA,19/04/2009,IRL IndyCar Series,Dario Franchitti
Barcelona Formula Renault 3.5,,ESP,19/04/2009,World Series by Renault,Marcos Martinez Ucha
Long Beach Indy Lights,Long Beach 100,USA,19/04/2009,IRL Firestone Indy Lights Series,JR Hildebrand
Phoenix NASCAR,Subway Fresh Fit 500,USA,18/04/2009,Sprint Cup,Mark Martin
Barcelona Formula Renault 3.5,,ESP,18/04/2009,World Series by Renault,Marcos Martinez Ucha
Long Beach ALMS,,USA,18/04/2009,Simon Pagenaud,Gil de Ferran
Qatar MotoGP,Commercial Bank Grand Prix of Qatar,QAT,13/04/2009,World Motorcycle Championship,Casey Stoner
Algarve A1GP,,PRT,12/04/2009,A1GP World Cup of Motorsport,Robert Doornbos
Algarve A1GP,,PRT,12/04/2009,A1GP World Cup of Motorsport,Neel Jani
Malaysian Grand Prix,Petronas Malaysian Grand Prix,MYS,05/04/2009,F1 World Championship,Jenson Button
St Petersburg Indycars,Honda Grand Prix of St Petersburg,USA,05/04/2009,IRL IndyCar Series,Ryan Briscoe
Texas NASCAR,Samsung 500,USA,05/04/2009,Sprint Cup,Jeff Gordon
Barcelona LMS,Barcelona 1000 kms,ESP,05/04/2009,Tomas Enge,Stefan Mucke
St Petersburg Indy Lights,St Pete 100 - Race 2,USA,05/04/2009,IRL Firestone Indy Lights Series,Junior Strous
Sepang GP2 Asia,,MYS,05/04/2009,GP2 Asia Series,Vitaly Petrov
St Petersburg ALMS,Acura Sportscar Challenge of St Petersburg,USA,04/04/2009,David Brabham,Scott Sharp
St Petersburg Indy Lights,St Pete 100 - Race 1,USA,04/04/2009,IRL Firestone Indy Lights Series,Junior Strous
Sepang GP2 Asia,,MYS,04/04/2009,GP2 Asia Series,Diego Nunes
Australian Grand Prix,ING Australian Grand Prix,AUS,29/03/2009,F1 World Championship,Jenson Button
Martinsville NASCAR,Goody&#039;s Fast Pain Relief 500,USA,29/03/2009,Sprint Cup,Jimmie Johnson
Bristol NASCAR,Food City 500,USA,22/03/2009,Sprint Cup,Kyle Busch
Puebla WTCC,,MEX,22/03/2009,World Touring Car Championship,Rickard Rydell
Puebla WTCC,,MEX,22/03/2009,World Touring Car Championship,Yvan Muller
Sebring 12 Hours,Mobil 1 12 Hours of Sebring,USA,21/03/2009,Rinaldo Capello,Tom Kristensen
Atlanta NASCAR,Kobalt Tools 500,USA,08/03/2009,Sprint Cup,Kurt Busch
Curitiba WTCC,,BRA,08/03/2009,World Touring Car Championship,Yvan Muller
Curitiba WTCC,,BRA,08/03/2009,World Touring Car Championship,Gabriele Tarquini
Las Vegas NASCAR,Shelby 427,USA,01/03/2009,Sprint Cup,Kyle Busch
Kyalami A1GP,,ZAF,22/02/2009,A1GP World Cup of Motorsport,Jeroen Bleekemolen
Kyalami A1GP,,ZAF,22/02/2009,A1GP World Cup of Motorsport,Neel Jani
Fontana NASCAR,Auto Club 500,USA,22/02/2009,Sprint Cup,Matt Kenseth
Daytona 500,Daytona 500,USA,15/02/2009,Sprint Cup,Matt Kenseth
Losail GP2 Asia,,QAT,14/02/2009,GP2 Asia Series,Sergio Perez
Losail GP2 Asia,,QAT,13/02/2009,GP2 Asia Series,Nico Hülkenberg
Taupo A1GP,,NZL,25/01/2009,A1GP World Cup of Motorsport,Adam Carroll
Taupo A1GP,,NZL,25/01/2009,A1GP World Cup of Motorsport,Neel Jani
Daytona 24 Hours,Rolex Daytona 24 Hours,USA,24/01/2009,Buddy Rice,Antonio Garcia
Bahrain GP2 Asia,,BHR,24/01/2009,GP2 Asia Series,Sergio Perez
Bahrain GP2 Asia,,BHR,23/01/2009,GP2 Asia Series,Kamui Kobayashi
Dubai GP2 Asia,,ARE,06/12/2008,GP2 Asia Series,Ni zmagovalca
Dubai GP2 Asia,,ARE,05/12/2008,GP2 Asia Series,Kamui Kobayashi
Magione Euro F3000,,ITA,30/11/2008,Euro F3000 Championship,Fabrizio Crestani
Magione Euro F3000,,ITA,30/11/2008,Euro F3000 Championship,Fabrizio Crestani
Sepang A1GP,,MYS,23/11/2008,A1GP World Cup of Motorsport,Neel Jani
Sepang A1GP,,MYS,23/11/2008,A1GP World Cup of Motorsport,Adam Carroll
San Luis FIA GT,,ARG,23/11/2008,Anthony Kumpen,Bert Longin
Jerez Superleague,,ESP,23/11/2008,Superleague Formula,Robert Doornbos
Jerez Superleague,,ESP,23/11/2008,Superleague Formula,James Walker
Homestead NASCAR,Ford 400,USA,16/11/2008,Sprint Cup,Carl Edwards
Macau Grand Prix,Grande Premio de Macau,MAC,16/11/2008,Non-championship,Keisuke Kunimoto
Guia Race,Guia Race - Race 1,MAC,16/11/2008,World Touring Car Championship,Alain Menu
Guia Race,Guia Race - Race 2,MAC,16/11/2008,World Touring Car Championship,Rob Huff
Phoenix NASCAR,Checker O&#039;Reilly Auto Parts 500,USA,09/11/2008,Sprint Cup,Jimmie Johnson
Chengdu A1GP,,CHN,09/11/2008,A1GP World Cup of Motorsport,Adam Carroll
Chengdu A1GP,,CHN,09/11/2008,A1GP World Cup of Motorsport,Filipe Albuquerque
Brazilian Grand Prix,Grande Premio do Brasil,BRA,02/11/2008,F1 World Championship,Felipe Massa
Texas NASCAR,Dickies 500,USA,02/11/2008,Sprint Cup,Carl Edwards
Vallelunga Superleague,,ITA,02/11/2008,Superleague Formula,Davide Rigon
Vallelunga Superleague,,ITA,02/11/2008,Superleague Formula,Tristan Gommendy
Barcelona Euro F3000,,ESP,02/11/2008,Euro F3000 Championship,Adam Langley-Khan
Barcelona Euro F3000,,ESP,02/11/2008,Euro F3000 Championship,Luiz Razia
Atlanta NASCAR,Pep Boys Auto 500,USA,26/10/2008,Sprint Cup,Carl Edwards
TI-Aida WTCC,,JPN,26/10/2008,World Touring Car Championship,Rickard Rydell
TI-Aida WTCC,,JPN,26/10/2008,World Touring Car Championship,Tom Coronel
Hockenheim European F3,,DEU,26/10/2008,F3 Euroseries,Jules Bianchi
Valencia MotoGP,Gran Premio Parts Europe de la Comunitat Valenciana,ESP,26/10/2008,World Motorcycle Championship,Casey Stoner
Hockenheim DTM,,DEU,26/10/2008,Deutsche Tourenwagen Meisterschaft,Timo Scheider
Surfers Paradise Indycars,Nikon Indy 300,AUS,26/10/2008,Non-championship,Ryan Briscoe
Hockenheim European F3,,DEU,25/10/2008,F3 Euroseries,Nico Hülkenberg
Chinese Grand Prix,Sinopec Chinese Grand Prix,CHN,19/10/2008,F1 World Championship,Lewis Hamilton
Martinsville NASCAR,Tums Quikpak 500,USA,19/10/2008,Sprint Cup,Jimmie Johnson
Barcelona Formula Renault 3.5,,ESP,19/10/2008,World Series by Renault,Esteban Guerrieri
Zolder FIA GT,,BEL,19/10/2008,Michael Bartels,Andrea Bertolini
Estoril Superleague,,PRT,19/10/2008,Superleague Formula,Adrian Valles
Estoril Superleague,,PRT,19/10/2008,Superleague Formula,Paul Meijer
Malaysian MotoGP,Polini Malaysian Motorcycle Grand Prix,MYS,19/10/2008,World Motorcycle Championship,Valentino Rossi
Shanghai GP2 Asia,,CHN,19/10/2008,GP2 Asia Series,Davide Valsecchi
Jerez Euro F3000,,ESP,19/10/2008,Euro F3000 Championship,David Garza
Barcelona Formula Renault 3.5,,ESP,18/10/2008,World Series by Renault,Julien Jousse
Laguna Seca ALMS,Monterey Sportscar Championships,USA,18/10/2008,Lucas Luhr,Marco Werner
Shanghai GP2 Asia,,CHN,18/10/2008,GP2 Asia Series,Roldan Rodriguez
Jerez Euro F3000,,ESP,18/10/2008,Euro F3000 Championship,Nicolas Prost
Japanese Grand Prix,Fuji Television Japanese Grand Prix,JPN,12/10/2008,F1 World Championship,Fernando Alonso
Charlotte NASCAR,Bank Of America 500,USA,11/10/2008,Sprint Cup,Jeff Burton
Le Mans European F3,,FRA,06/10/2008,F3 Euroseries,Robert Wickens
Talladega NASCAR,Amp Energy 500,USA,05/10/2008,Sprint Cup,Tony Stewart
Zandvoort A1GP,,NLD,05/10/2008,A1GP World Cup of Motorsport,Fairuz Fauzy
Zandvoort A1GP,,NLD,05/10/2008,A1GP World Cup of Motorsport,Loic Duval
Zolder Superleague,,BEL,05/10/2008,Superleague Formula,Adrian Valles
Zolder Superleague,,BEL,05/10/2008,Superleague Formula,Davide Rigon
Monza WTCC,,ITA,05/10/2008,World Touring Car Championship,Yvan Muller
Monza WTCC,,ITA,05/10/2008,World Touring Car Championship,Gabriele Tarquini
Le Mans European F3,,FRA,05/10/2008,F3 Euroseries,Jules Bianchi
Australian MotoGP,Australian Grand Prix,AUS,05/10/2008,World Motorcycle Championship,Casey Stoner
Le Mans DTM,,FRA,05/10/2008,Deutsche Tourenwagen Meisterschaft,Mattias Ekstrom
Nogaro Grand Prix,Grand Prix de Nogaro,FRA,05/10/2008,Alexandre Sarnes Negrao,Miguel Ramos
Petit Le Mans,Petit Le Mans,USA,03/10/2008,Emanuele Pirro,Rinaldo Capello
Singapore Grand Prix,Singtel Singapore Grand Prix,SGP,28/09/2008,F1 World Championship,Fernando Alonso
Kansas NASCAR,Camping World RV 400,USA,28/09/2008,Sprint Cup,Jimmie Johnson
Estoril Formula Renault 3.5,,PRT,28/09/2008,World Series by Renault,Miguel Molina
Japanese MotoGP,A-Style Grand Prix of Japan,JPN,28/09/2008,World Motorcycle Championship,Valentino Rossi
Estoril Formula Renault 3.5,,PRT,27/09/2008,World Series by Renault,Fabio Carbone
Dover Downs NASCAR,Camping World RV 400,USA,21/09/2008,Sprint Cup,Greg Biffle
Nurburgring Superleague,,DEU,21/09/2008,Superleague Formula,Robert Doornbos
Nurburgring Superleague,,DEU,21/09/2008,Superleague Formula,Yelmer Buurman
Imola WTCC,,ITA,21/09/2008,World Touring Car Championship,Yvan Muller
Imola WTCC,,ITA,21/09/2008,World Touring Car Championship,James Thompson
Barcelona DTM,,ESP,21/09/2008,Deutsche Tourenwagen Meisterschaft,Paul di Resta
Barcelona European F3,,ESP,21/09/2008,F3 Euroseries,Kazuya Oshima
Miller Grand-Am,SunRichGourmet 1000,USA,20/09/2008,Raphael Matos,John Pew
Barcelona European F3,,ESP,20/09/2008,F3 Euroseries,Nico Hülkenberg
Italian Grand Prix,Gran Premio Santander d&#039;Italia,ITA,14/09/2008,F1 World Championship,Sebastian Vettel
New Hampshire NASCAR,Sylvania 300,USA,14/09/2008,Sprint Cup,Greg Biffle
Monza GP2,,ITA,14/09/2008,GP2 Series,Davide Valsecchi
Brno FIA GT,,CZE,14/09/2008,Ryan Sharp,Karl Wendlinger
Silverstone LMS,Autosport 1000 kms,GBR,14/09/2008,Rinaldo Capello,Allan McNish
Indianapolis MotoGP,Red Bull Indianapolis Grand Prix,USA,14/09/2008,World Motorcycle Championship,Valentino Rossi
Misano Euro F3000,,ITA,14/09/2008,Euro F3000 Championship,Adam Langley-Khan
Monza GP2,,ITA,13/09/2008,GP2 Series,Lucas di Grassi
Misano Euro F3000,,ITA,13/09/2008,Euro F3000 Championship,Luiz Razia
Belgian Grand Prix,Grand Prix ING de Belgique,BEL,07/09/2008,F1 World Championship,Felipe Massa
Richmond NASCAR,Chevy Rock and Roll 400,USA,07/09/2008,Sprint Cup,Jimmie Johnson
Chicagoland Indycars,Peak Antifreeze &amp; Motor Oil Indy 300,USA,07/09/2008,IRL IndyCar Series,Helio Castroneves
Spa GP2,,BEL,07/09/2008,GP2 Series,Pastor Maldonado
Le Mans Formula Renault 3.5,,FRA,07/09/2008,World Series by Renault,Giedo van der Garde
Chicagoland Indy Lights,SunrichGourmet.com 100,USA,07/09/2008,IRL Firestone Indy Lights Series,Arie Luyendyk jr
Spa GP2,,BEL,06/09/2008,GP2 Series,Romain Grosjean
Le Mans Formula Renault 3.5,,FRA,06/09/2008,World Series by Renault,Charles Pic
Fontana NASCAR,Pepsi 500,USA,31/08/2008,Sprint Cup,Jimmie Johnson
Detroit Grand Prix,Detroit Indy Grand Prix,USA,31/08/2008,IRL IndyCar Series,Justin Wilson
Nurburgring Formula Renault 3.5,,DEU,31/08/2008,World Series by Renault,Miguel Molina
Donington Superleague,,GBR,31/08/2008,Superleague Formula,Davide Rigon
Donington Superleague,,GBR,31/08/2008,Superleague Formula,Borja Garcia
Oschersleben WTCC,,DEU,31/08/2008,World Touring Car Championship,Augusto Farfus jr
Oschersleben WTCC,,DEU,31/08/2008,World Touring Car Championship,Felix Porteiro
New Jersey Grand-Am,,USA,31/08/2008,Oswaldo Negri jr,Mark Patterson
Brands Hatch European F3,,GBR,31/08/2008,F3 Euroseries,Franck Mailleux
San Marino MotoGP,Gran Premio Cinzano di San Marino e della Riviera di Rimini,ITA,31/08/2008,World Motorcycle Championship,Valentino Rossi
Brands Hatch DTM,,GBR,31/08/2008,Deutsche Tourenwagen Meisterschaft,Timo Scheider
Nurburgring Formula Renault 3.5,,DEU,30/08/2008,World Series by Renault,Fabio Carbone
Detroit ALMS,Detroit Sportscar Challenge,USA,30/08/2008,Franck Montagny,James Rossiter
Brands Hatch European F3,,GBR,30/08/2008,F3 Euroseries,Nico Hülkenberg
Sears Point Indycars,Peak Antifreeze &amp; Motor Oil Indy Grand Prix,USA,24/08/2008,IRL IndyCar Series,Helio Castroneves
Valencia GP2,,ESP,24/08/2008,GP2 Series,Lucas di Grassi
Bucharest FIA GT,,ROU,24/08/2008,Jean-Denis Deletraz,Marcel Fassler
Mosport Park ALMS,Grand Prix of Mosport,CAN,24/08/2008,Lucas Luhr,Marco Werner
Sears Point Indy Lights,Valley of the Moon 100,USA,24/08/2008,IRL Firestone Indy Lights Series,Pablo Donoso
European Grand Prix,Gran Premio d&#039;Europa Telefonica,ESP,24/08/2008,F1 World Championship,Felipe Massa
Bristol NASCAR,Sharpie 500,USA,23/08/2008,Sprint Cup,Carl Edwards
Valencia GP2,,ESP,23/08/2008,GP2 Series,Vitaly Petrov
Sears Point Grand-Am,Sonoma 250,USA,23/08/2008,Massimiliano Angelelli,Michael Valiante
Sears Point Indy Lights,Carneros 100,USA,23/08/2008,IRL Firestone Indy Lights Series,Franck Perera
Michigan NASCAR,3M Performance 400,USA,17/08/2008,Sprint Cup,Carl Edwards
Nurburgring LMS,Internationales 1000km-Rennen ADAC,DEU,17/08/2008,Pedro Lamy,Stephane Sarrazin
Czech MotoGP,Cardion AB Grand Prix Ceske Republiky,CZE,17/08/2008,World Motorcycle Championship,Valentino Rossi
Watkins Glen NASCAR,Centurion Boats at The Glen,USA,10/08/2008,Sprint Cup,Kyle Busch
F3 Masters,RTL Masters of F3,BEL,10/08/2008,Non-championship,Jules Bianchi
Kentucky Indycars,Meijer Indy 300,USA,09/08/2008,IRL IndyCar Series,Scott Dixon
Road America ALMS,The Generac 500 at Road America,USA,09/08/2008,Lucas Luhr,Marco Werner
Kentucky Indy Lights,Kentucky 100,USA,09/08/2008,IRL Firestone Indy Lights Series,Dillon Battistini
Watkins Glen Grand-Am,Centurian Boats at the Glen,USA,08/08/2008,Brian Frisselle,Mark Wilkins
Hungarian Grand Prix,ING Magyar Nagydij,HUN,03/08/2008,F1 World Championship,Heikki Kovalainen
Pocono NASCAR,Sunoco Red Cross 500,USA,03/08/2008,Sprint Cup,Carl Edwards
Hungaroring GP2,,HUN,03/08/2008,GP2 Series,Sebastien Buemi
Hungaroring GP2,,HUN,02/08/2008,GP2 Series,Lucas di Grassi
Spa 24 Hours,Total 24 heures de Spa-Francorchamps,BEL,02/08/2008,Eric van de Poele,Stephane Sarrazin
Montreal Grand-Am,,CAN,01/08/2008,Brian Frisselle,Mark Wilkins
Brickyard NASCAR,Allstate 400 at The Brickyard,USA,27/07/2008,Sprint Cup,Jimmie Johnson
Brands Hatch WTCC,,GBR,27/07/2008,World Touring Car Championship,Jorg Muller
Brands Hatch WTCC,,GBR,27/07/2008,World Touring Car Championship,Alain Menu
Nurburgring European F3,,DEU,27/07/2008,F3 Euroseries,Jon Lancaster
Nurburgring DTM,,DEU,27/07/2008,Deutsche Tourenwagen Meisterschaft,Bernd Schneider
Edmonton Indycars,Rexall Edmonton Indy,CAN,26/07/2008,IRL IndyCar Series,Scott Dixon
Nurburgring European F3,,DEU,26/07/2008,F3 Euroseries,Nico Hülkenberg
German Grand Prix,Grosser Preis Santander von Deutschland,DEU,20/07/2008,F1 World Championship,Lewis Hamilton
Mid-Ohio Indycars,Honda Indy 200 at Mid-Ohio,USA,20/07/2008,IRL IndyCar Series,Ryan Briscoe
Hockenheim GP2,,DEU,20/07/2008,GP2 Series,Karun Chandhok
Barber Grand-Am,Porsche 250,USA,20/07/2008,Scott Pruett,Memo Rojas
United States MotoGP,Red Bull United States Grand Prix,USA,20/07/2008,World Motorcycle Championship,Valentino Rossi
Mid-Ohio Indy Lights,Mid-Ohio 100 - Race 2,USA,20/07/2008,IRL Firestone Indy Lights Series,James Davison
Mugello Euro F3000,,ITA,20/07/2008,Euro F3000 Championship,Adam Langley-Khan
Mugello Euro F3000,,ITA,20/07/2008,Euro F3000 Championship,Fabrizio Crestani
Hockenheim GP2,,DEU,19/07/2008,GP2 Series,Giorgio Pantano
Mid-Ohio ALMS,Acura Sportscar Challenge of Mid-Ohio,USA,19/07/2008,Lucas Luhr,Marco Werner
Mid-Ohio Indy Lights,Mid-Ohio 100 - Race 1,USA,19/07/2008,IRL Firestone Indy Lights Series,Raphael Matos
Estoril WTCC,,PRT,13/07/2008,World Touring Car Championship,Rickard Rydell
Estoril WTCC,,PRT,13/07/2008,World Touring Car Championship,Tiago Monteiro
