ime,dirkalisce,drzava,leto,prvenstvo,zmagovalec 
Chicagoland Indycars,Peak Antifreeze and Motor Oil Indy 300,USA,2009,IRL IndyCar Series,Ryan Briscoe
Montreal Grand-Am,,CAN,2009,Massimiliano Angelelli,Brian Frisselle
Chicagoland Indy Lights,Chicagoland 100,USA,2009,IRL Firestone Indy Lights Series,Daniel Herrington
Valencia GP2,,ESP,2009,GP2 Series,Nico Hülkenberg
Sears Point Indycars,Peak Antifreeze Indy Grand Prix of Sonoma,USA,2009,IRL IndyCar Series,Dario Franchitti
Nurburgring LMS,Internationales 1000km-Rennen ADAC,DEU,2009,Tomas Enge,Stefan Mucke
Sears Point Indy Lights,Carneros 100,USA,2009,IRL Firestone Indy Lights Series,JR Hildebrand
European Grand Prix,Gran Premio d&#039;Europa Telefonica,ESP,2009,F1 World Championship,Rubens Barrichello
Valencia GP2,,ESP,2009,GP2 Series,Vitaly Petrov
Bristol NASCAR,Sharpie 500,USA,2009,Sprint Cup,Kyle Busch
Zolder Euro F3000,,BEL,2009,Euro 3000 Championship,Rodolfo Gonzalez
Zolder Euro F3000,,BEL,2009,Euro 3000 Championship,Will Bratt
Michigan NASCAR,Carfax 400,USA,2009,Sprint Cup,Brian Vickers
Road America ALMS,Road America 500,USA,2009,David Brabham,Scott Sharp
Nurburgring European F3,,DEU,2009,F3 Euroseries,Alexander Sims
Czech MotoGP,Cardion AB Grand Prix Ceske Republiky,CZE,2009,World Motorcycle Championship,Valentino Rossi
Nurburgring DTM,,DEU,2009,Deutsche Tourenwagen Meisterschaft,Martin Tomczyk
Nurburgring European F3,,DEU,2009,F3 Euroseries,Jules Bianchi
Watkins Glen NASCAR,Heluva Good Sour Dips at the Glen,USA,2009,Sprint Cup,Tony Stewart
Mid-Ohio Indycars,Honda Indy 200,USA,2009,IRL IndyCar Series,Scott Dixon
Mid-Ohio Indy Lights,Mid-Ohio 100,USA,2009,IRL Firestone Indy Lights Series,James Davison
F3 Masters,Tango Masters of F3,NLD,2009,Non-championship,Valtteri Bottas
Mid-Ohio ALMS,Acura Sportscar Challenge of Mid-Ohio,USA,2009,Gil de Ferran,Simon Pagenaud
Watkins Glen Grand-Am,,USA,2009,Niclas Jonsson,Ricardo Zonta
Pocono NASCAR,Sunoco Red Cross Pennsylvania 500,USA,2009,Sprint Cup,Denny Hamlin
Algarve LMS,1000 kms do Algarve,PRT,2009,Jean-Christophe Boullion,Christophe Tinseau
Oschersleben European F3,,DEU,2009,F3 Euroseries,Christian Vietoris
Donington Superleague,,GBR,2009,Superleague Formula,Maximilian Wissel
Donington Superleague,,GBR,2009,Superleague Formula,Tristan Gommendy
Donington Superleague,,GBR,2009,Superleague Formula,John Martin
Oschersleben DTM,,DEU,2009,Deutsche Tourenwagen Meisterschaft,Timo Scheider
Kentucky Indycars,Meijer 300,USA,2009,IRL IndyCar Series,Ryan Briscoe
Algarve Formula Renault 3.5,,PRT,2009,World Series by Renault,Jon Lancaster
Algarve Formula Renault 3.5,,PRT,2009,World Series by Renault,Jaime Alguersuari jr
Oschersleben European F3,,DEU,2009,F3 Euroseries,Jules Bianchi
Kentucky Indy Lights,Kentucky 100,USA,2009,IRL Firestone Indy Lights Series,Wade Cunningham
Hungarian Grand Prix,ING Magyar Nagydij,HUN,2009,F1 World Championship,Lewis Hamilton
Hungaroring GP2,,HUN,2009,GP2 Series,Giedo van der Garde
Edmonton Indycars,Rexall Edmonton Indy,CAN,2009,IRL IndyCar Series,Will Power
Brickyard NASCAR,Allstate 400 at The Brickyard,USA,2009,Sprint Cup,Jimmie Johnson
British MotoGP,British Grand Prix,GBR,2009,World Motorcycle Championship,Andrea Dovizioso
Hungaroring GP2,,HUN,2009,GP2 Series,Nico Hülkenberg
Spa 24 Hours,Total 24 heures de Spa-Francorchamps,BEL,2009,Jos Menten,Kurt Mollekens
Edmonton Indy Lights,Edmonton 100,CAN,2009,IRL Firestone Indy Lights Series,JR Hildebrand
Le Mans Formula Renault 3.5,,FRA,2009,World Series by Renault,Bertrand Baguette
Barber Grand-Am,Porsche 250,USA,2009,Alex Gurney,Jon Fogarty
Zandvoort European F3,,NLD,2009,F3 Euroseries,Jules Bianchi
Brands Hatch WTCC,,GBR,2009,World Touring Car Championship,Alain Menu
Brands Hatch WTCC,,GBR,2009,World Touring Car Championship,Augusto Farfus jr
German MotoGP,Alice MotorRad Grosser Preis von Deutschland,DEU,2009,World Motorcycle Championship,Valentino Rossi
Zolder Superleague,,BEL,2009,Superleague Formula,Craig Dolby
Zolder Superleague,,BEL,2009,Superleague Formula,Esteban Guerrieri
Zandvoort DTM,,NLD,2009,Deutsche Tourenwagen Meisterschaft,Gary Paffett
Le Mans Formula Renault 3.5,,FRA,2009,World Series by Renault,Bertrand Baguette
Lime Rock ALMS,American Le Mans Northeast Grand Prix,USA,2009,Gil de Ferran,Simon Pagenaud
Zandvoort European F3,,NLD,2009,F3 Euroseries,Jules Bianchi
German Grand Prix,Grosser Preis Santander von Deutschland,DEU,2009,F1 World Championship,Mark Webber
Nurburgring GP2,,DEU,2009,GP2 Series,Nico Hülkenberg
Toronto Indycars,Honda Indy Toronto,CAN,2009,IRL IndyCar Series,Dario Franchitti
Nurburgring GP2,,DEU,2009,GP2 Series,Nico Hülkenberg
Chicagoland NASCAR,LifeLock.com 400,USA,2009,Sprint Cup,Mark Martin
Toronto Indy Lights,Toronto 100,CAN,2009,IRL Firestone Indy Lights Series,Sebastian Saavedra
Watkins Glen Indycars,Camping World Grand Prix at the Glen,USA,2009,IRL IndyCar Series,Justin Wilson
Silverstone Formula Renault 3.5,,GBR,2009,World Series by Renault,Charles Pic
Oporto WTCC,,PRT,2009,World Touring Car Championship,Gabriele Tarquini
Oporto WTCC,,PRT,2009,World Touring Car Championship,Augusto Farfus jr
United States MotoGP,Red Bull United States Grand Prix,USA,2009,World Motorcycle Championship,Dani Pedrosa
Daytona NASCAR,Coke Zero 400 Powered by Coca-Cola,USA,2009,Sprint Cup,Tony Stewart
Silverstone Formula Renault 3.5,,GBR,2009,World Series by Renault,Marcos Martinez Ucha
Daytona Grand-Am,Brumos Porsche 250,USA,2009,Massimiliano Angelelli,Brian Frisselle
Watkins Glen Indy Lights,Corning 100,USA,2009,IRL Firestone Indy Lights Series,JR Hildebrand
New Hampshire NASCAR,Lenox Industrial Tools 301,USA,2009,Sprint Cup,Joey Logano
Norisring European F3,,DEU,2009,F3 Euroseries,Christian Vietoris
Magny-Cours Superleague,,FRA,2009,Superleague Formula,Adrian Valles
Magny-Cours Superleague,,FRA,2009,Superleague Formula,Giorgio Pantano
Magny-Cours Superleague,,FRA,2009,Superleague Formula,Adrian Valles
Norisring DTM,,DEU,2009,Deutsche Tourenwagen Meisterschaft,Jamie Green
Magny-Cours Euro F3000,,FRA,2009,Euro 3000 Championship,Ben Hanley
Richmond Indycars,Sun Trust Indy Challenge,USA,2009,IRL IndyCar Series,Scott Dixon
Norisring European F3,,DEU,2009,F3 Euroseries,Jules Bianchi
Dutch TT MotoGP,Alice TT Assen,NLD,2009,World Motorcycle Championship,Valentino Rossi
Magny-Cours Euro F3000,,FRA,2009,Euro 3000 Championship,Marco Bonanomi
British Grand Prix,Santander British Grand Prix,GBR,2009,F1 World Championship,Sebastian Vettel
Silverstone GP2,,GBR,2009,GP2 Series,Pastor Maldonado
Iowa Indycars,Iowa Corn Indy 250,USA,2009,IRL IndyCar Series,Dario Franchitti
Sears Point NASCAR,Toyota/Save Mart 350,USA,2009,Sprint Cup,Kasey Kahne
Oschersleben FIA GT,,DEU,2009,Mike Hezemans,Anthony Kumpen
Brno WTCC,,CZE,2009,World Touring Car Championship,Alessandro Zanardi
Brno WTCC,,CZE,2009,World Touring Car Championship,Sergio Hernandez
Silverstone GP2,,GBR,2009,GP2 Series,Alberto Valerio
Mid-Ohio Grand-Am,EMCO Gears Classic,USA,2009,Scott Pruett,Memo Rojas
Iowa Indy Lights,Miller Lite 100,USA,2009,IRL Firestone Indy Lights Series,Ana Beatriz
Michigan NASCAR,LifeLock 400,USA,2009,Sprint Cup,Mark Martin
Hungaroring Formula Renault 3.5,,HUN,2009,World Series by Renault,Pasquale di Sabatino
Catalan MotoGP,Gran Premi Cinzano de Catalunya,ESP,2009,World Motorcycle Championship,Valentino Rossi
Hungaroring Formula Renault 3.5,,HUN,2009,World Series by Renault,Fairuz Fauzy
Le Mans 24 Hours,24 heures du Mans,FRA,2009,David Brabham,Marc Gene
Istanbul GP2,,TUR,2009,GP2 Series,Lucas di Grassi
Pocono NASCAR,Pocono 500,USA,2009,Sprint Cup,Tony Stewart
Turkish Grand Prix,ING Turkish Grand Prix,TUR,2009,F1 World Championship,Jenson Button
Istanbul GP2,,TUR,2009,GP2 Series,Vitaly Petrov
Texas Indycars,Bombardier Learjet 550,USA,2009,IRL IndyCar Series,Helio Castroneves
Watkins Glen Grand-Am,Sahlen&#039;s 6 Hours of the Glen,USA,2009,Scott Pruett,Memo Rojas
Milwaukee Indycars,ABC Supply/AJ Foyt 225,USA,2009,IRL IndyCar Series,Scott Dixon
Dover Downs NASCAR,Autism Speaks 400,USA,2009,Sprint Cup,Jimmie Johnson
Lausitz European F3,,DEU,2009,F3 Euroseries,Christian Vietoris
Valencia WTCC,,ESP,2009,World Touring Car Championship,Yvan Muller
Valencia WTCC,,ESP,2009,World Touring Car Championship,Augusto Farfus jr
Italian MotoGP,Gran Premio d&#039;Italia Alice,ITA,2009,World Motorcycle Championship,Casey Stoner
Lausitz DTM,,DEU,2009,Deutsche Tourenwagen Meisterschaft,Gary Paffett
Milwaukee Indy Lights,Husar&#039;s House of Fine Diamonds 100,USA,2009,IRL Firestone Indy Lights Series,Mario Romancini
Lausitz European F3,,DEU,2009,F3 Euroseries,Jules Bianchi
World 600,Coca-Cola 600,USA,2009,Sprint Cup,David Reutimann
Monaco Grand Prix,Grand Prix de Monaco,MCO,2009,F1 World Championship,Jenson Button
Indianapolis 500,Indianapolis 500,USA,2009,IRL IndyCar Series,Helio Castroneves
Monaco Formula Renault 3.5,,MCO,2009,World Series by Renault,Oliver Turvey
Monaco GP2,,MCO,2009,GP2 Series,Pastor Maldonado
Monaco GP2,,MCO,2009,GP2 Series,Romain Grosjean
Indianapolis Indy Lights,Firestone Freedom 100,USA,2009,IRL Firestone Indy Lights Series,Wade Cunningham
Miller ALMS,Larry H Miller Dealerships Utah Grand Prix,USA,2009,Gil de Ferran,Simon Pagenaud
Laguna Seca Grand-Am,,USA,2009,Alex Gurney,Jon Fogarty
Hockenheim European F3,,DEU,2009,F3 Euroseries,Jean-Karl Vernay
French MotoGP,Grand Prix de France,FRA,2009,World Motorcycle Championship,Jorge Lorenzo
Hockenheim DTM,,DEU,2009,Deutsche Tourenwagen Meisterschaft,Tom Kristensen
Grand Prix de Pau - Race 1,,FRA,2009,World Touring Car Championship,Rob Huff
Grand Prix de Pau - Race 2,,FRA,2009,World Touring Car Championship,Alain Menu
Algarve Euro F3000,,PRT,2009,Euro 3000 Championship,Fabio Onidi
Adria FIA GT,,ITA,2009,Michael Bartels,Andrea Bertolini
Hockenheim European F3,,DEU,2009,F3 Euroseries,Stefano Coletti
Algarve Euro F3000,,PRT,2009,Euro 3000 Championship,Pastor Maldonado
Spanish Grand Prix,Gran Premio de Espana Telefonica,ESP,2009,F1 World Championship,Jenson Button
Barcelona GP2,,ESP,2009,GP2 Series,Edoardo Mortara
Spa LMS,1000 km de Spa-Francorchamps,BEL,2009,Christian Klien,Simon Pagenaud
Barcelona GP2,,ESP,2009,GP2 Series,Romain Grosjean
Darlington NASCAR,Southern 500,USA,2009,Sprint Cup,Mark Martin
Brands Hatch A1GP,,GBR,2009,A1GP World Cup of Motorsport,Adam Carroll
Brands Hatch A1GP,,GBR,2009,A1GP World Cup of Motorsport,Adam Carroll
Spa Formula Renault 3.5,,BEL,2009,World Series by Renault,James Walker
Tourist Trophy,RAC Tourist Trophy,GBR,2009,Karl Wendlinger,Ryan Sharp
New Jersey Grand-Am,Verizon Wireless 250,USA,2009,Ricardo Zonta,Niclas Jonsson
Marrakech WTCC,,MAR,2009,World Touring Car Championship,Rob Huff
Marrakech WTCC,,MAR,2009,World Touring Car Championship,Nicola Larini
Spanish MotoGP,Gran Premio Bwin de Espana,ESP,2009,World Motorcycle Championship,Valentino Rossi
Richmond NASCAR,Crown Royal Presents Russ Friedman 400,USA,2009,Sprint Cup,Kyle Busch
Spa Formula Renault 3.5,,BEL,2009,World Series by Renault,Marcos Martinez Ucha
Bahrain Grand Prix,Gulf Air Bahrain Grand Prix,BHR,2009,F1 World Championship,Jenson Button
Kansas Indycars,Road Runner Turbo Indy 300,USA,2009,IRL IndyCar Series,Scott Dixon
Talladega NASCAR,Aaron&#039;s 499,USA,2009,Sprint Cup,Brad Keselowski
Japanese MotoGP,Polini Grand Prix of Japan,JPN,2009,World Motorcycle Championship,Jorge Lorenzo
Kansas Indy Lights,Kansas Lottery 100,USA,2009,IRL Firestone Indy Lights Series,Sebastian Saavedra
Bahrain GP2 Asia,,BHR,2009,GP2 Asia Series,Luiz Razia
Virginia Grand-Am,Bosch Engineering 250 at VIR,USA,2009,Alex Gurney,Jon Fogarty
Bahrain GP2 Asia,,BHR,2009,GP2 Asia Series,Diego Nunes
Chinese Grand Prix,Sinopec Chinese Grand Prix,CHN,2009,F1 World Championship,Sebastian Vettel
Long Beach Grand Prix,Toyota Grand Prix of Long Beach,USA,2009,IRL IndyCar Series,Dario Franchitti
Barcelona Formula Renault 3.5,,ESP,2009,World Series by Renault,Marcos Martinez Ucha
Long Beach Indy Lights,Long Beach 100,USA,2009,IRL Firestone Indy Lights Series,JR Hildebrand
Phoenix NASCAR,Subway Fresh Fit 500,USA,2009,Sprint Cup,Mark Martin
Barcelona Formula Renault 3.5,,ESP,2009,World Series by Renault,Marcos Martinez Ucha
Long Beach ALMS,,USA,2009,Simon Pagenaud,Gil de Ferran
Qatar MotoGP,Commercial Bank Grand Prix of Qatar,QAT,2009,World Motorcycle Championship,Casey Stoner
Algarve A1GP,,PRT,2009,A1GP World Cup of Motorsport,Robert Doornbos
Algarve A1GP,,PRT,2009,A1GP World Cup of Motorsport,Neel Jani
Malaysian Grand Prix,Petronas Malaysian Grand Prix,MYS,2009,F1 World Championship,Jenson Button
St Petersburg Indycars,Honda Grand Prix of St Petersburg,USA,2009,IRL IndyCar Series,Ryan Briscoe
Texas NASCAR,Samsung 500,USA,2009,Sprint Cup,Jeff Gordon
Barcelona LMS,Barcelona 1000 kms,ESP,2009,Tomas Enge,Stefan Mucke
St Petersburg Indy Lights,St Pete 100 - Race 2,USA,2009,IRL Firestone Indy Lights Series,Junior Strous
Sepang GP2 Asia,,MYS,2009,GP2 Asia Series,Vitaly Petrov
St Petersburg ALMS,Acura Sportscar Challenge of St Petersburg,USA,2009,David Brabham,Scott Sharp
St Petersburg Indy Lights,St Pete 100 - Race 1,USA,2009,IRL Firestone Indy Lights Series,Junior Strous
Sepang GP2 Asia,,MYS,2009,GP2 Asia Series,Diego Nunes
Australian Grand Prix,ING Australian Grand Prix,AUS,2009,F1 World Championship,Jenson Button
Martinsville NASCAR,Goody&#039;s Fast Pain Relief 500,USA,2009,Sprint Cup,Jimmie Johnson
Bristol NASCAR,Food City 500,USA,2009,Sprint Cup,Kyle Busch
Puebla WTCC,,MEX,2009,World Touring Car Championship,Rickard Rydell
Puebla WTCC,,MEX,2009,World Touring Car Championship,Yvan Muller
Sebring 12 Hours,Mobil 1 12 Hours of Sebring,USA,2009,Rinaldo Capello,Tom Kristensen
Atlanta NASCAR,Kobalt Tools 500,USA,2009,Sprint Cup,Kurt Busch
Curitiba WTCC,,BRA,2009,World Touring Car Championship,Yvan Muller
Curitiba WTCC,,BRA,2009,World Touring Car Championship,Gabriele Tarquini
Las Vegas NASCAR,Shelby 427,USA,2009,Sprint Cup,Kyle Busch
Kyalami A1GP,,ZAF,2009,A1GP World Cup of Motorsport,Jeroen Bleekemolen
Kyalami A1GP,,ZAF,2009,A1GP World Cup of Motorsport,Neel Jani
Fontana NASCAR,Auto Club 500,USA,2009,Sprint Cup,Matt Kenseth
Daytona 500,Daytona 500,USA,2009,Sprint Cup,Matt Kenseth
Losail GP2 Asia,,QAT,2009,GP2 Asia Series,Sergio Perez
Losail GP2 Asia,,QAT,2009,GP2 Asia Series,Nico Hülkenberg
Taupo A1GP,,NZL,2009,A1GP World Cup of Motorsport,Adam Carroll
Taupo A1GP,,NZL,2009,A1GP World Cup of Motorsport,Neel Jani
Daytona 24 Hours,Rolex Daytona 24 Hours,USA,2009,Buddy Rice,Antonio Garcia
Bahrain GP2 Asia,,BHR,2009,GP2 Asia Series,Sergio Perez
Bahrain GP2 Asia,,BHR,2009,GP2 Asia Series,Kamui Kobayashi
Dubai GP2 Asia,,ARE,2008,GP2 Asia Series,Ni zmagovalca
Dubai GP2 Asia,,ARE,2008,GP2 Asia Series,Kamui Kobayashi
Magione Euro F3000,,ITA,2008,Euro F3000 Championship,Fabrizio Crestani
Magione Euro F3000,,ITA,2008,Euro F3000 Championship,Fabrizio Crestani
Sepang A1GP,,MYS,2008,A1GP World Cup of Motorsport,Neel Jani
Sepang A1GP,,MYS,2008,A1GP World Cup of Motorsport,Adam Carroll
San Luis FIA GT,,ARG,2008,Anthony Kumpen,Bert Longin
Jerez Superleague,,ESP,2008,Superleague Formula,Robert Doornbos
Jerez Superleague,,ESP,2008,Superleague Formula,James Walker
Homestead NASCAR,Ford 400,USA,2008,Sprint Cup,Carl Edwards
Macau Grand Prix,Grande Premio de Macau,MAC,2008,Non-championship,Keisuke Kunimoto
Guia Race,Guia Race - Race 1,MAC,2008,World Touring Car Championship,Alain Menu
Guia Race,Guia Race - Race 2,MAC,2008,World Touring Car Championship,Rob Huff
Phoenix NASCAR,Checker O&#039;Reilly Auto Parts 500,USA,2008,Sprint Cup,Jimmie Johnson
Chengdu A1GP,,CHN,2008,A1GP World Cup of Motorsport,Adam Carroll
Chengdu A1GP,,CHN,2008,A1GP World Cup of Motorsport,Filipe Albuquerque
Brazilian Grand Prix,Grande Premio do Brasil,BRA,2008,F1 World Championship,Felipe Massa
Texas NASCAR,Dickies 500,USA,2008,Sprint Cup,Carl Edwards
Vallelunga Superleague,,ITA,2008,Superleague Formula,Davide Rigon
Vallelunga Superleague,,ITA,2008,Superleague Formula,Tristan Gommendy
Barcelona Euro F3000,,ESP,2008,Euro F3000 Championship,Adam Langley-Khan
Barcelona Euro F3000,,ESP,2008,Euro F3000 Championship,Luiz Razia
Atlanta NASCAR,Pep Boys Auto 500,USA,2008,Sprint Cup,Carl Edwards
TI-Aida WTCC,,JPN,2008,World Touring Car Championship,Rickard Rydell
TI-Aida WTCC,,JPN,2008,World Touring Car Championship,Tom Coronel
Hockenheim European F3,,DEU,2008,F3 Euroseries,Jules Bianchi
Valencia MotoGP,Gran Premio Parts Europe de la Comunitat Valenciana,ESP,2008,World Motorcycle Championship,Casey Stoner
Hockenheim DTM,,DEU,2008,Deutsche Tourenwagen Meisterschaft,Timo Scheider
Surfers Paradise Indycars,Nikon Indy 300,AUS,2008,Non-championship,Ryan Briscoe
Hockenheim European F3,,DEU,2008,F3 Euroseries,Nico Hülkenberg
Chinese Grand Prix,Sinopec Chinese Grand Prix,CHN,2008,F1 World Championship,Lewis Hamilton
Martinsville NASCAR,Tums Quikpak 500,USA,2008,Sprint Cup,Jimmie Johnson
Barcelona Formula Renault 3.5,,ESP,2008,World Series by Renault,Esteban Guerrieri
Zolder FIA GT,,BEL,2008,Michael Bartels,Andrea Bertolini
Estoril Superleague,,PRT,2008,Superleague Formula,Adrian Valles
Estoril Superleague,,PRT,2008,Superleague Formula,Paul Meijer
Malaysian MotoGP,Polini Malaysian Motorcycle Grand Prix,MYS,2008,World Motorcycle Championship,Valentino Rossi
Shanghai GP2 Asia,,CHN,2008,GP2 Asia Series,Davide Valsecchi
Jerez Euro F3000,,ESP,2008,Euro F3000 Championship,David Garza
Barcelona Formula Renault 3.5,,ESP,2008,World Series by Renault,Julien Jousse
Laguna Seca ALMS,Monterey Sportscar Championships,USA,2008,Lucas Luhr,Marco Werner
Shanghai GP2 Asia,,CHN,2008,GP2 Asia Series,Roldan Rodriguez
Jerez Euro F3000,,ESP,2008,Euro F3000 Championship,Nicolas Prost
Japanese Grand Prix,Fuji Television Japanese Grand Prix,JPN,2008,F1 World Championship,Fernando Alonso
Charlotte NASCAR,Bank Of America 500,USA,2008,Sprint Cup,Jeff Burton
Le Mans European F3,,FRA,2008,F3 Euroseries,Robert Wickens
Talladega NASCAR,Amp Energy 500,USA,2008,Sprint Cup,Tony Stewart
Zandvoort A1GP,,NLD,2008,A1GP World Cup of Motorsport,Fairuz Fauzy
Zandvoort A1GP,,NLD,2008,A1GP World Cup of Motorsport,Loic Duval
Zolder Superleague,,BEL,2008,Superleague Formula,Adrian Valles
Zolder Superleague,,BEL,2008,Superleague Formula,Davide Rigon
Monza WTCC,,ITA,2008,World Touring Car Championship,Yvan Muller
Monza WTCC,,ITA,2008,World Touring Car Championship,Gabriele Tarquini
Le Mans European F3,,FRA,2008,F3 Euroseries,Jules Bianchi
Australian MotoGP,Australian Grand Prix,AUS,2008,World Motorcycle Championship,Casey Stoner
Le Mans DTM,,FRA,2008,Deutsche Tourenwagen Meisterschaft,Mattias Ekstrom
Nogaro Grand Prix,Grand Prix de Nogaro,FRA,2008,Alexandre Sarnes Negrao,Miguel Ramos
Petit Le Mans,Petit Le Mans,USA,2008,Emanuele Pirro,Rinaldo Capello
Singapore Grand Prix,Singtel Singapore Grand Prix,SGP,2008,F1 World Championship,Fernando Alonso
Kansas NASCAR,Camping World RV 400,USA,2008,Sprint Cup,Jimmie Johnson
Estoril Formula Renault 3.5,,PRT,2008,World Series by Renault,Miguel Molina
Japanese MotoGP,A-Style Grand Prix of Japan,JPN,2008,World Motorcycle Championship,Valentino Rossi
Estoril Formula Renault 3.5,,PRT,2008,World Series by Renault,Fabio Carbone
Dover Downs NASCAR,Camping World RV 400,USA,2008,Sprint Cup,Greg Biffle
Nurburgring Superleague,,DEU,2008,Superleague Formula,Robert Doornbos
Nurburgring Superleague,,DEU,2008,Superleague Formula,Yelmer Buurman
Imola WTCC,,ITA,2008,World Touring Car Championship,Yvan Muller
Imola WTCC,,ITA,2008,World Touring Car Championship,James Thompson
Barcelona DTM,,ESP,2008,Deutsche Tourenwagen Meisterschaft,Paul di Resta
Barcelona European F3,,ESP,2008,F3 Euroseries,Kazuya Oshima
Miller Grand-Am,SunRichGourmet 1000,USA,2008,Raphael Matos,John Pew
Barcelona European F3,,ESP,2008,F3 Euroseries,Nico Hülkenberg
Italian Grand Prix,Gran Premio Santander d&#039;Italia,ITA,2008,F1 World Championship,Sebastian Vettel
New Hampshire NASCAR,Sylvania 300,USA,2008,Sprint Cup,Greg Biffle
Monza GP2,,ITA,2008,GP2 Series,Davide Valsecchi
Brno FIA GT,,CZE,2008,Ryan Sharp,Karl Wendlinger
Silverstone LMS,Autosport 1000 kms,GBR,2008,Rinaldo Capello,Allan McNish
